Enrollment Month,Plan Type,County,Plan Name,Count of Enrollees,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2007-05,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,81,None,None
2007-05,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,930,None,None
2007-05,Prepaid Health Plan,Marin,Kaiser/Marin,622,None,None
2007-05,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1513,None,None
2007-05,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,838,None,None
2007-05,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1665,None,None
2007-05,SCAN,Los Angeles,SCAN Hlth Plan / LA,2412,None,None
2007-05,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,526,None,None
2007-05,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,679,None,None
2007-05,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,265,None,None
2007-05,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,301,None,None
2007-05,Special Project,Alameda,Cntr Elders Indep/Alameda,374,None,None
2007-05,Special Project,Contra Costa,Center for Elders Independence,20,None,None
2007-05,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,403,None,None
2007-05,Special Project,Sacramento,Sutter SeniorCare/Sac,183,None,None
2007-05,Special Project,San Francisco,Family Mosaic Prj / SF,129,None,None
2007-05,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-05,Two-Plan,Alameda,Alameda Alliance for Hlth,73535,None,None
2007-05,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,27390,None,None
2007-05,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10191,None,None
2007-05,Two-Plan,Contra Costa,Contra Costa Hlth Plan,44204,None,None
2007-05,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,144142,None,None
2007-05,Two-Plan,Fresno,Health Net /Fresno,26953,None,None
2007-05,Two-Plan,Kern,Health Net/Kern,22180,None,None
2007-05,Two-Plan,Kern,Kern Hlth Systems,92507,None,None
2007-05,Two-Plan,Los Angeles,Health Net / LA,432832,None,None
2007-05,Two-Plan,Los Angeles,LA CARE,745264,None,None
2007-05,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,123838,None,None
2007-05,Two-Plan,Riverside,Molina Healthcare of California/Riverside,32855,None,None
2007-05,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,135794,None,None
2007-05,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,49326,None,None
2007-05,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,11998,None,None
2007-05,Two-Plan,San Francisco,San Francisco Hlth Plan,31835,None,None
2007-05,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27006,None,None
2007-05,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,57453,None,None
2007-05,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,32411,None,None
2007-05,Two-Plan,Santa Clara,Santa Clara Family Hlth,73841,None,None
2007-05,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,45186,None,None
2007-05,Two-Plan,Stanislaus,Health Net/Stanislaus,13710,None,None
2007-05,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,72483,None,None
2007-05,Two-Plan,Tulare,Health Net/Tulare,15572,None,None
2007-06,COHS,Monterey,Central California Alliance for Health/Monterey,55048,None,None
2007-06,COHS,Napa,Partnership HP of CA/Napa,10819,None,None
2007-06,COHS,Orange,CalOPTIMA / Orange,296390,None,None
2007-06,COHS,San Mateo,Hlth Plan of San Mateo,50307,None,None
2007-06,COHS,Santa Barbara,Santa Barbara Hlth Authrty,54577,None,None
2007-06,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,31046,None,None
2007-06,COHS,Solano,Partnership HP of CA/Solano,52377,None,None
2007-06,COHS,Yolo,Partnership HealthPlan of CA/Yolo,23558,None,None
2007-06,Dental,Los Angeles,Access Dental Plan/LA,62476,None,None
2007-06,Dental,Los Angeles,American Health Guard - Dental/LA,18060,None,None
2007-06,Dental,Los Angeles,Care1st Health Plan Dental,17084,None,None
2007-06,Dental,Los Angeles,Community Dental Svcs Inc (LA),5363,None,None
2007-06,Dental,Los Angeles,Health Net of California,31628,None,None
2007-06,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6081,None,None
2007-06,Dental,Los Angeles,Safeguard Dental Inc.,27326,None,None
2007-06,Dental,Los Angeles,Western Dental Svcs/LA,53120,None,None
2007-06,Dental,Riverside,Safeguard Dental Inc.,119,None,None
2007-06,Dental,Riverside,Western Dental Svcs (Riverside),238,None,None
2007-06,Dental,Sacramento,Access Dental Plan/Sacto,51000,None,None
2007-06,Dental,Sacramento,Community Dental Svcs./Sacto,13102,None,None
2007-06,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,25741,None,None
2007-06,Dental,Sacramento,Western Dental Svcs/Sacto,75155,None,None
2007-06,Dental,San Bernardino,Care1st Health Plan Dental,190,None,None
2007-06,Dental,San Bernardino,Safeguard Dental Inc.,715,None,None
2007-06,Dental,San Bernardino,Western Dental Svcs (San Bernardino),494,None,None
2007-06,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,83424,None,None
2007-06,Geographic Managed Care,Sacramento,Care 1st Healthplan,4691,None,None
2007-06,Geographic Managed Care,Sacramento,Health Net/Sac,27358,None,None
2007-06,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,20040,None,None
2007-06,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,15617,None,None
2007-06,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,27171,None,None
2007-06,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),3184,None,None
2007-06,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,70377,None,None
2007-06,Geographic Managed Care,San Diego ,Health Net/San Diego,16284,None,None
2007-06,Geographic Managed Care,San Diego ,Kaiser/San Diego,9737,None,None
2007-06,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,43047,None,None
2007-06,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12321,None,None
2007-06,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,82,None,None
2007-06,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,929,None,None
2007-06,Prepaid Health Plan,Marin,Kaiser/Marin,619,None,None
2007-06,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1522,None,None
2007-06,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,853,None,None
2007-06,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1696,None,None
2007-06,SCAN,Los Angeles,SCAN Hlth Plan / LA,2426,None,None
2007-06,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,537,None,None
2007-06,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,672,None,None
2007-06,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,264,None,None
2007-06,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,312,None,None
2007-06,Special Project,Alameda,Cntr Elders Indep/Alameda,380,None,None
2007-06,Special Project,Contra Costa,Center for Elders Independence,19,None,None
2007-06,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,419,None,None
2007-06,Special Project,Sacramento,Sutter SeniorCare/Sac,183,None,None
2007-06,Special Project,San Francisco,Family Mosaic Prj / SF,123,None,None
2007-06,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-06,Two-Plan,Alameda,Alameda Alliance for Hlth,74202,None,None
2007-06,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,27518,None,None
2007-06,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10323,None,None
2007-06,Two-Plan,Contra Costa,Contra Costa Hlth Plan,44695,None,None
2007-06,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,146292,None,None
2007-06,Two-Plan,Fresno,Health Net /Fresno,27285,None,None
2007-06,Two-Plan,Kern,Health Net/Kern,22362,None,None
2007-06,Two-Plan,Kern,Kern Hlth Systems,92213,None,None
2007-06,Two-Plan,Los Angeles,Health Net / LA,432256,None,None
2007-06,Two-Plan,Los Angeles,LA CARE,749612,None,None
2007-06,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,126669,None,None
2007-06,Two-Plan,Riverside,Molina Healthcare of California/Riverside,33032,None,None
2007-06,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,137929,None,None
2007-06,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,49441,None,None
2007-06,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,12049,None,None
2007-06,Two-Plan,San Francisco,San Francisco Hlth Plan,32057,None,None
2007-06,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27001,None,None
2007-06,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,58017,None,None
2007-06,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,32287,None,None
2007-06,Two-Plan,Santa Clara,Santa Clara Family Hlth,74372,None,None
2007-06,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,45681,None,None
2007-06,Two-Plan,Stanislaus,Health Net/Stanislaus,13835,None,None
2007-06,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,73580,None,None
2007-06,Two-Plan,Tulare,Health Net/Tulare,15694,None,None
2007-07,COHS,Monterey,Central California Alliance for Health/Monterey,55064,None,None
2007-07,COHS,Napa,Partnership HP of CA/Napa,10817,None,None
2007-07,COHS,Orange,CalOPTIMA / Orange,296558,None,None
2007-07,COHS,San Mateo,Hlth Plan of San Mateo,50442,None,None
2007-07,COHS,Santa Barbara,Santa Barbara Hlth Authrty,54672,None,None
2007-07,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,31155,None,None
2007-07,COHS,Solano,Partnership HP of CA/Solano,52628,None,None
2007-07,COHS,Yolo,Partnership HealthPlan of CA/Yolo,23652,None,None
2007-07,Dental,Los Angeles,Access Dental Plan/LA,62847,None,None
2007-07,Dental,Los Angeles,American Health Guard - Dental/LA,18275,None,None
2007-07,Dental,Los Angeles,Care1st Health Plan Dental,16948,None,None
2007-07,Dental,Los Angeles,Community Dental Svcs Inc (LA),5330,None,None
2007-07,Dental,Los Angeles,Health Net of California,31183,None,None
2007-07,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6040,None,None
2007-07,Dental,Los Angeles,Safeguard Dental Inc.,26644,None,None
2007-07,Dental,Los Angeles,Western Dental Svcs/LA,52085,None,None
2007-07,Dental,Riverside,Safeguard Dental Inc.,120,None,None
2007-07,Dental,Riverside,Western Dental Svcs (Riverside),235,None,None
2007-07,Dental,Sacramento,Access Dental Plan/Sacto,51195,None,None
2007-07,Dental,Sacramento,Community Dental Svcs./Sacto,13224,None,None
2007-07,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,25777,None,None
2007-07,Dental,Sacramento,Western Dental Svcs/Sacto,75592,None,None
2007-07,Dental,San Bernardino,Care1st Health Plan Dental,182,None,None
2007-07,Dental,San Bernardino,Safeguard Dental Inc.,700,None,None
2007-07,Dental,San Bernardino,Western Dental Svcs (San Bernardino),479,None,None
2007-07,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,83742,None,None
2007-07,Geographic Managed Care,Sacramento,Care 1st Healthplan,4784,None,None
2007-07,Geographic Managed Care,Sacramento,Health Net/Sac,27323,None,None
2007-07,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,20168,None,None
2007-07,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,15771,None,None
2007-07,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,27534,None,None
2007-07,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),3416,None,None
2007-07,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,70439,None,None
2007-07,Geographic Managed Care,San Diego ,Health Net/San Diego,16461,None,None
2007-07,Geographic Managed Care,San Diego ,Kaiser/San Diego,9796,None,None
2007-07,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,42880,None,None
2007-07,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12428,None,None
2007-07,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,83,None,None
2007-07,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,932,None,None
2007-07,Prepaid Health Plan,Marin,Kaiser/Marin,616,None,None
2007-07,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1535,None,None
2007-07,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,855,None,None
2007-07,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1673,None,None
2007-07,SCAN,Los Angeles,SCAN Hlth Plan / LA,2401,None,None
2007-07,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,544,None,None
2007-07,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,665,None,None
2007-07,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,264,None,None
2007-07,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,311,None,None
2007-07,Special Project,Alameda,Cntr Elders Indep/Alameda,389,None,None
2007-07,Special Project,Contra Costa,Center for Elders Independence,19,None,None
2007-07,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,413,None,None
2007-07,Special Project,Sacramento,Sutter SeniorCare/Sac,182,None,None
2007-07,Special Project,San Francisco,Family Mosaic Prj / SF,122,None,None
2007-07,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-07,Two-Plan,Alameda,Alameda Alliance for Hlth,74828,None,None
2007-07,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,27457,None,None
2007-07,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10464,None,None
2007-07,Two-Plan,Contra Costa,Contra Costa Hlth Plan,45276,None,None
2007-07,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,146897,None,None
2007-07,Two-Plan,Fresno,Health Net /Fresno,27322,None,None
2007-07,Two-Plan,Kern,Health Net/Kern,22757,None,None
2007-07,Two-Plan,Kern,Kern Hlth Systems,92489,None,None
2007-07,Two-Plan,Los Angeles,Health Net / LA,424335,None,None
2007-07,Two-Plan,Los Angeles,LA CARE,740689,None,None
2007-07,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,127697,None,None
2007-07,Two-Plan,Riverside,Molina Healthcare of California/Riverside,32872,None,None
2007-07,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,139344,None,None
2007-07,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,49096,None,None
2007-07,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,12091,None,None
2007-07,Two-Plan,San Francisco,San Francisco Hlth Plan,32011,None,None
2007-07,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27180,None,None
2007-07,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,58449,None,None
2007-07,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,32065,None,None
2007-07,Two-Plan,Santa Clara,Santa Clara Family Hlth,74676,None,None
2007-07,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,45847,None,None
2007-07,Two-Plan,Stanislaus,Health Net/Stanislaus,13886,None,None
2007-07,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,73942,None,None
2007-07,Two-Plan,Tulare,Health Net/Tulare,15755,None,None
2007-08,COHS,Monterey,Central California Alliance for Health/Monterey,55415,None,None
2007-08,COHS,Napa,Partnership HP of CA/Napa,10845,None,None
2007-08,COHS,Orange,CalOPTIMA / Orange,297371,None,None
2007-08,COHS,San Mateo,Hlth Plan of San Mateo,50649,None,None
2007-08,COHS,Santa Barbara,Santa Barbara Hlth Authrty,54717,None,None
2007-08,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,31194,None,None
2007-08,COHS,Solano,Partnership HP of CA/Solano,53123,None,None
2007-08,COHS,Yolo,Partnership HealthPlan of CA/Yolo,23604,None,None
2007-08,Dental,Los Angeles,Access Dental Plan/LA,63152,None,None
2007-08,Dental,Los Angeles,American Health Guard - Dental/LA,18042,None,None
2007-08,Dental,Los Angeles,Care1st Health Plan Dental,16945,None,None
2007-08,Dental,Los Angeles,Community Dental Svcs Inc (LA),5301,None,None
2007-08,Dental,Los Angeles,Health Net of California,30785,None,None
2007-08,Dental,Los Angeles,Liberty Dental Plan of CA (LA),5971,None,None
2007-08,Dental,Los Angeles,Safeguard Dental Inc.,26052,None,None
2007-08,Dental,Los Angeles,Western Dental Svcs/LA,51643,None,None
2007-08,Dental,Riverside,Safeguard Dental Inc.,117,None,None
2007-08,Dental,Riverside,Western Dental Svcs (Riverside),229,None,None
2007-08,Dental,Sacramento,Access Dental Plan/Sacto,51466,None,None
2007-08,Dental,Sacramento,Community Dental Svcs./Sacto,13232,None,None
2007-08,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,25999,None,None
2007-08,Dental,Sacramento,Western Dental Svcs/Sacto,75970,None,None
2007-08,Dental,San Bernardino,Care1st Health Plan Dental,180,None,None
2007-08,Dental,San Bernardino,Safeguard Dental Inc.,688,None,None
2007-08,Dental,San Bernardino,Western Dental Svcs (San Bernardino),473,None,None
2007-08,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,84019,None,None
2007-08,Geographic Managed Care,Sacramento,Care 1st Healthplan,4919,None,None
2007-08,Geographic Managed Care,Sacramento,Health Net/Sac,27257,None,None
2007-08,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,20309,None,None
2007-08,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,15822,None,None
2007-08,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,27782,None,None
2007-08,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),3586,None,None
2007-08,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,70659,None,None
2007-08,Geographic Managed Care,San Diego ,Health Net/San Diego,16749,None,None
2007-08,Geographic Managed Care,San Diego ,Kaiser/San Diego,9871,None,None
2007-08,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,42700,None,None
2007-08,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12491,None,None
2007-08,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,81,None,None
2007-08,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,927,None,None
2007-08,Prepaid Health Plan,Marin,Kaiser/Marin,621,None,None
2007-08,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1532,None,None
2007-08,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,857,None,None
2007-08,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1663,None,None
2007-08,SCAN,Los Angeles,SCAN Hlth Plan / LA,2311,None,None
2007-08,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,545,None,None
2007-08,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,649,None,None
2007-08,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,261,None,None
2007-08,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,296,None,None
2007-08,Special Project,Alameda,Cntr Elders Indep/Alameda,385,None,None
2007-08,Special Project,Contra Costa,Center for Elders Independence,20,None,None
2007-08,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,420,None,None
2007-08,Special Project,Sacramento,Sutter SeniorCare/Sac,181,None,None
2007-08,Special Project,San Francisco,Family Mosaic Prj / SF,124,None,None
2007-08,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-08,Two-Plan,Alameda,Alameda Alliance for Hlth,75385,None,None
