HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06019000100,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000200,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000300,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000400,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000501,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000502,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000600,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019000700,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001201,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001202,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001301,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001303,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001304,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019002000,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019002100,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019002200,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019002300,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019002400,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003400,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003500,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003600,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003701,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003702,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003804,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003805,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003807,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003808,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003809,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019003810,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004205,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004701,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004703,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004704,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004801,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004802,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004901,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019004902,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019005100,Census Tract,"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,17,10/11/2016,5/4/2018,1/8/2021
Primary Care,06019001500,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019001600,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005515,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005518,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005520,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005522,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005524,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005525,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005904,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005905,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005906,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005907,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005909,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005911,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019005912,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006000,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006100,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006201,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006202,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006402,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006404,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006405,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019006900,Census Tract,MSSA 31- Sanger,1067629425,Fresno,Geographic HPSA,Geographic Population,Designated,5,8/22/2016,10/28/2017,1/8/2021
Primary Care,06019001407,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019001408,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002501,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002502,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002601,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002602,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002701,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002702,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002800,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002903,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002904,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002905,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019002906,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003001,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003003,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003004,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003201,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003202,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003301,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019003302,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019005202,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019005203,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019005204,Census Tract,ME - MSSA 35d/Fresno East Central,1068834561,Fresno,HPSA Population,Medicaid Eligible Population HPSA,Designated,19,8/28/2020,8/28/2020,1/8/2021
Primary Care,06019006300,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006403,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006501,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006502,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006602,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006603,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006604,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006700,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019006802,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019008501,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06019008502,Census Tract,MSSA 32-Parlier,1069000287,Fresno,High Needs Geographic HPSA,Geographic Population,Designated,11,10/20/2016,10/20/2016,1/8/2021
Primary Care,06021010300,Census Tract,ME MSSA 37 - Artois/Elk Creek/Glenn/Grindstone Indian Ranche,1063484351,Glenn,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,11/20/2020,11/20/2020,1/8/2021
Primary Care,06021010400,Census Tract,ME MSSA 37 - Artois/Elk Creek/Glenn/Grindstone Indian Ranche,1063484351,Glenn,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,11/20/2020,11/20/2020,1/8/2021
Primary Care,06021010502,Census Tract,ME MSSA 37 - Artois/Elk Creek/Glenn/Grindstone Indian Ranche,1063484351,Glenn,HPSA Population,Medicaid Eligible Population HPSA,Designated,12,11/20/2020,11/20/2020,1/8/2021
Primary Care,06021010100,Census Tract,LI-MSSA 36.1/Orland,1067385327,Glenn,HPSA Population,Low Income Population HPSA,Designated,14,3/21/2011,7/28/2020,1/8/2021
Primary Care,06021010200,Census Tract,LI-MSSA 36.1/Orland,1067385327,Glenn,HPSA Population,Low Income Population HPSA,Designated,14,3/21/2011,7/28/2020,1/8/2021
Primary Care,06021010501,Census Tract,MSSA 36.2/Hamilton City,1068956327,Glenn,High Needs Geographic HPSA,Geographic Population,Designated,17,9/17/2009,12/22/2017,1/8/2021
Primary Care,06023000100,Census Tract,MSSA 39 & 40-Arcata-Eureka,1062328888,Humboldt,High Needs Geographic HPSA,Geographic Population,Designated,9,10/17/2016,10/17/2016,1/8/2021
Primary Care,06023000200,Census Tract,MSSA 39 & 40-Arcata-Eureka,1062328888,Humboldt,High Needs Geographic HPSA,Geographic Population,Designated,9,10/17/2016,10/17/2016,1/8/2021
Primary Care,06023000300,Census Tract,MSSA 39 & 40-Arcata-Eureka,1062328888,Humboldt,High Needs Geographic HPSA,Geographic Population,Designated,9,10/17/2016,10/17/2016,1/8/2021
